participant,phase,condition,block,item_id,rating,qtext
User23,Practice,Dynamic,VisualDesign,QID8_4,5.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User24,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User25,Practice,Dynamic,VisualDesign,QID8_4,2.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User26,Practice,Dynamic,VisualDesign,QID8_4,4.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User27,Practice,Dynamic,VisualDesign,QID8_4,1.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User28,Practice,Dynamic,VisualDesign,QID8_4,4.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User29,Practice,Dynamic,VisualDesign,QID8_4,4.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User30,Practice,Dynamic,VisualDesign,QID8_4,4.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User1,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User2,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User3,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User4,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User5,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User6,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User7,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User8,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User9,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User10,Recall,Static,Retention,QID27_1,5.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User11,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User12,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User13,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User14,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User15,Recall,Static,Retention,QID27_1,2.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User16,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User17,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User18,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User19,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User20,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User21,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User22,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User23,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User24,Recall,Static,Retention,QID27_1,5.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User25,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User26,Recall,Static,Retention,QID27_1,2.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User27,Recall,Static,Retention,QID27_1,3.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User28,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User29,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User30,Recall,Static,Retention,QID27_1,4.0,1. I was able to remember the melodies well after the break when using the static transparent ghost hand guidance.
User1,Recall,Static,Retention,QID27_2,5.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User2,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User3,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User4,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User5,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User6,Recall,Static,Retention,QID27_2,2.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User7,Recall,Static,Retention,QID27_2,2.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User8,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User9,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User10,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User11,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User12,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User13,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User14,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User15,Recall,Static,Retention,QID27_2,2.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User16,Recall,Static,Retention,QID27_2,2.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User17,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User18,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User19,Recall,Static,Retention,QID27_2,5.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User20,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User21,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User22,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User23,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User24,Recall,Static,Retention,QID27_2,5.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User25,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User26,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User27,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User28,Recall,Static,Retention,QID27_2,3.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User29,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User30,Recall,Static,Retention,QID27_2,4.0,2. I felt confident when playing the melodies during the retention test with the static ghost hand guidance.
User1,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User2,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User3,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User4,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User5,Recall,Static,Retention,QID27_3,2.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User6,Recall,Static,Retention,QID27_3,2.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User7,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User8,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User9,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User10,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User11,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User12,Recall,Static,Retention,QID27_3,2.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User13,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User14,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User15,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User16,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User17,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User18,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User19,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User20,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User21,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User22,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User23,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User24,Recall,Static,Retention,QID27_3,5.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User25,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User26,Recall,Static,Retention,QID27_3,2.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User27,Recall,Static,Retention,QID27_3,3.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User28,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User29,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User30,Recall,Static,Retention,QID27_3,4.0,3. The static transparent ghost hand guidance helped me retain the melodies over time.
User1,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User2,Recall,Static,Retention,QID27_4,5.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User3,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User4,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User5,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User6,Recall,Static,Retention,QID27_4,2.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User7,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User8,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User9,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User10,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User11,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User12,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User13,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User14,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User15,Recall,Static,Retention,QID27_4,2.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User16,Recall,Static,Retention,QID27_4,2.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User17,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User18,Recall,Static,Retention,QID27_4,2.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User19,Recall,Static,Retention,QID27_4,5.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User20,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User21,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User22,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User23,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User24,Recall,Static,Retention,QID27_4,5.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User25,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User26,Recall,Static,Retention,QID27_4,2.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User27,Recall,Static,Retention,QID27_4,3.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User28,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User29,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User30,Recall,Static,Retention,QID27_4,4.0,4. I was able to recall the fingerings accurately during the final test when using the static ghost hand.
User1,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User2,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User3,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User4,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User5,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User6,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User7,Recall,Static,Retention,QID27_5,2.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User8,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User9,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User10,Recall,Static,Retention,QID27_5,2.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User11,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User12,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User13,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User14,Recall,Static,Retention,QID27_5,1.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User15,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User16,Recall,Static,Retention,QID27_5,5.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User17,Recall,Static,Retention,QID27_5,2.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User18,Recall,Static,Retention,QID27_5,1.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User19,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User20,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User21,Recall,Static,Retention,QID27_5,2.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User22,Recall,Static,Retention,QID27_5,1.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User23,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User24,Recall,Static,Retention,QID27_5,1.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User25,Recall,Static,Retention,QID27_5,2.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User26,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User27,Recall,Static,Retention,QID27_5,1.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User28,Recall,Static,Retention,QID27_5,4.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User29,Recall,Static,Retention,QID27_5,3.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User30,Recall,Static,Retention,QID27_5,2.0,5. I relied more on rhythm than finger positions during the retention test in the static ghost hand condition.
User1,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User2,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User3,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User4,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User5,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User6,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User7,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User8,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User9,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User10,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User11,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User12,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User13,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User14,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User15,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User16,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User17,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User18,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User19,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User20,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User21,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User22,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User23,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User24,Recall,Static,Retention,QID27_6,5.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User25,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User26,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User27,Recall,Static,Retention,QID27_6,2.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User28,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User29,Recall,Static,Retention,QID27_6,3.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User30,Recall,Static,Retention,QID27_6,4.0,6. I was able to remember the melodies after the break more easily than I expected with the static ghost hand.
User1,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User2,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User3,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User4,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User5,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User6,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User7,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User8,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User9,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User10,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User11,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User12,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User13,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User14,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User15,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User16,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User17,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User18,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User19,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User20,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User21,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User22,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User23,Recall,Static,Retention,QID27_7,5.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User24,Recall,Static,Retention,QID27_7,5.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User25,Recall,Static,Retention,QID27_7,3.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User26,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User27,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User28,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User29,Recall,Static,Retention,QID27_7,2.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User30,Recall,Static,Retention,QID27_7,4.0,7. I felt just as confident during the retention test as during the immediate test in the static ghost hand condition.
User1,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User2,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User3,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User4,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User5,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User6,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User7,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User8,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User9,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User10,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User11,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User12,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User13,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User14,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User15,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User16,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User17,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User18,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User19,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User20,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User21,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User22,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User23,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User24,Recall,Dynamic,Retention,QID11_1,5.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User25,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User26,Recall,Dynamic,Retention,QID11_1,4.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User27,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
User28,Recall,Dynamic,Retention,QID11_1,3.0,8. I was able to remember the melodies well after the break when using the dynamic transparent ghost hand guidance.
